OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
GPS BIIF-3  (PRN 24),2012-053A,2021-02-09T09:14:55.653504,2.00569715,.0107572,53.5974,223.5778,40.8314,319.9717,0,U,38833,999,6036,0,.53E-6,0
GPS BIIF-4  (PRN 27),2013-023A,2021-02-09T06:00:53.565408,2.00563512,.0089145,55.9659,347.4233,31.6539,328.8701,0,U,39166,999,5669,0,-.1E-5,0
GPS BIIF-5  (PRN 30),2014-008A,2021-02-09T05:59:56.511168,2.00554221,.0049051,53.7051,229.0416,199.3744,160.4521,0,U,39533,999,5051,0,.6E-6,0
GPS BIIF-6  (PRN 06),2014-026A,2021-02-09T00:41:09.462336,2.00560248,.0025092,56.3065,47.5036,295.4388,64.3385,0,U,39741,999,4934,0,-.48E-6,0
GPS BIIF-7  (PRN 09),2014-045A,2021-02-07T02:56:23.196480,2.00575186,.0017447,54.6124,166.5789,105.3481,254.8095,0,U,40105,999,4687,0,-.4E-7,0
GPS BIIF-8  (PRN 03),2014-068A,2021-02-08T23:51:15.693696,2.00565491,.0030945,55.4738,107.4820,46.3672,313.9438,0,U,40294,999,4601,0,-.38E-6,0
GPS BIIF-9  (PRN 26),2015-013A,2021-02-08T15:08:56.514624,2.00553993,.0056471,54.0463,285.1281,13.1096,347.1033,0,U,40534,999,4262,0,.8E-7,0
GPS BIIF-10 (PRN 08),2015-033A,2021-02-09T07:05:48.727968,2.00578034,.0061763,55.4769,346.4840,356.0101,3.9336,0,U,40730,999,4080,0,-.1E-5,0
GPS BIIF-11 (PRN 10),2015-062A,2021-02-09T08:06:22.512384,2.00563755,.0065821,55.4678,107.3001,213.0341,146.6087,0,U,41019,999,3864,0,-.35E-6,0
GPS BIIF-12 (PRN 32),2016-007A,2021-02-08T22:20:28.026816,2.00567662,.0047062,54.8425,167.0541,222.3092,137.2856,0,U,41328,999,3669,0,-.26E-6,0
GPS BIII-1  (PRN 04),2018-109A,2021-02-09T14:01:27.065856,2.00572962,.0011587,55.0239,169.3433,198.2860,170.1759,0,U,43873,999,1593,0,-.26E-6,0
GPS BIII-2  (PRN 18),2019-056A,2021-02-09T11:14:55.169376,2.00562130,.0011954,55.4007,48.7237,185.1767,355.9298,0,U,44506,999,1088,0,-.51E-6,0
GPS BIII-3  (PRN 23),2020-041A,2021-02-09T07:11:07.237248,2.00567183,.0009207,55.1805,105.9889,146.9573,213.1568,0,U,45854,999,484,0,-.36E-6,0

